"id","dark","notice","notice 2","notice 3","notice 4","notice 5","ProblemRating","dark 3","tablescraper-selected-row","tablescraper-selected-row 2","right"
"2035G2","","divide and conquer","dp","","","","3500","","Go Learn! (Hard Version)",",","x92"
"2035G1","Go Learn! (Easy Version)","dp","trees","","","","3300","x155","","",""
"2035F","","binary search","brute force","dfs and similar","dp","trees","2500","","Tree Operations",",
                        ,
                        ,
                        ,","x990"
"2035E","Monster","binary search","brute force","constructive algorithms","greedy","implementation","2300","x1813","","",""
"2035D","","binary search","data structures","divide and conquer","greedy","implementation","1800","","Yet Another Real Number Problem",",
                        ,
                        ,
                        ,
                        ,","x5311"
"2035C","Alya and Permutation","bitmasks","constructive algorithms","math","","","1400","x10341","","",""
"2035B","","constructive algorithms","greedy","math","number theory","","900","","Everyone Loves Tres",",
                        ,
                        ,","x18784"
"2035A","Sliding","implementation","math","","","","800","x17141","","",""
"2034H","","brute force","dfs and similar","dp","number theory","","3300","","Rayan vs. Rayaneh",",
                        ,
                        ,","x125"
"2034G2","Simurgh's Watch (Hard Version)","greedy","implementation","","","","3500","x56","","",""
"2034G1","","constructive algorithms","greedy","implementation","sortings","","3500","","Simurgh's Watch (Easy Version)",",
                        ,
                        ,","x55"
"2034F2","Khayyam's Royal Decree (Hard Version)","combinatorics","dp","math","sortings","","2800","x474","","",""
"2034F1","","combinatorics","dp","math","sortings","","2500","","Khayyam's Royal Decree (Easy Version)",",
                        ,
                        ,","x744"
"2034E","Permutations Harmony","combinatorics","constructive algorithms","greedy","hashing","math","2200","x1774","","",""
"2034D","","constructive algorithms","greedy","implementation","sortings","","1600","","Darius' Wisdom",",
                        ,
                        ,","x5752"
"2034C","Trapped in the Witch's Labyrinth","constructive algorithms","dfs and similar","graphs","implementation","","1400","x7944","","",""
"2034B","","data structures","greedy","implementation","two pointers","","1000","","Rakhsh's Revival",",
                        ,
                        ,","x14066"
"2034A","King Keykhosrow's Mystery","brute force","chinese remainder theorem","math","number theory","","800","x17132","","",""
"2033G","","data structures","dfs and similar","dp","greedy","trees","2200","","Sakurako and Chefir",",
                        ,
                        ,
                        ,","x1618"
"2033F","Kosuke's Sloth","brute force","math","number theory","","","1800","x6353","","",""
"2033E","","brute force","data structures","dfs and similar","dsu","graphs","1400","","","","x12596"
"2033D","Kousuke's Assignment","data structures","dp","dsu","greedy","math","1300","x16132","","",""
"2033C","","dp","greedy","two pointers","","","1400","","","","x15861"
"2033B","Sakurako and Water","brute force","constructive algorithms","greedy","","","900","x26717","","",""
"2033A","","constructive algorithms","implementation","math","","","800","","Sakurako and Kosuke",",
                        ,","x38249"
"2032F","Peanuts","combinatorics","dp","games","math","","2700","x419","","",""
"2032E","","constructive algorithms","data structures","greedy","implementation","math","2400","","Balanced",",
                        ,
                        ,
                        ,","x1243"
"2032D","Genokraken","constructive algorithms","data structures","graphs","greedy","implementation","1800","x5532","","",""
"2032C","","binary search","math","sortings","two pointers","","1400","","Trinity",",
                        ,
                        ,","x14532"
"2032B","Medians","constructive algorithms","greedy","implementation","math","","1100","x19273","","",""
"2032A","","greedy","implementation","math","number theory","","800","","Circuit",",
                        ,
                        ,","x23496"
"2031F","Penchick and Even Medians","binary search","constructive algorithms","interactive","probabilities","","2800","x393","","",""
"2031E","","data structures","dfs and similar","dp","greedy","implementation","2100","","Penchick and Chloe's Trees",",
                        ,
                        ,
                        ,
                        ,
                        ,
                        ,","x2386"
"2031D","Penchick and Desert Rabbit","binary search","data structures","dfs and similar","dp","dsu","1700","x8214","","",""
"2031C","","constructive algorithms","math","number theory","","","1300","","","","x14152"
"2031B","Penchick and Satay Sticks","brute force","greedy","sortings","","","900","x18953","","",""
"2031A","","constructive algorithms","dp","greedy","math","","800","","","","x19662"
"2030G2","The Destruction of the Universe (Hard Version)","combinatorics","math","","","","3100","x151","","",""
"2030G1","","combinatorics","greedy","math","","","2900","","The Destruction of the Universe (Easy Version)",",
                        ,","x214"
"2030F","Orangutan Approved Subarrays","binary search","data structures","dp","greedy","implementation","2400","x975","","",""
"2030E","","combinatorics","data structures","dp","greedy","implementation","2200","","","",""
